datetime,route_id,inflow_count,outflow_count,temperature,precip_flag,route_length_km,num_stops,route_type,zone
2023-01-31 00:00:00,AST_R00,70,61,-16.58,0,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 01:00:00,AST_R00,63,62,-18.55,1,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 02:00:00,AST_R00,75,56,-18.21,0,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 03:00:00,AST_R00,65,67,-15.12,0,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 04:00:00,AST_R00,63,58,-23.97,0,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 05:00:00,AST_R00,63,56,-19.8,1,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 06:00:00,AST_R00,64,56,-17.5,1,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 07:00:00,AST_R00,67,57,-16.64,0,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 08:00:00,AST_R00,198,60,-12.47,0,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 09:00:00,AST_R00,210,177,-18.96,0,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 10:00:00,AST_R00,154,188,-17.1,0,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 11:00:00,AST_R00,104,138,-17.88,0,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 12:00:00,AST_R00,84,93,-20.34,0,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 13:00:00,AST_R00,67,75,-13.19,1,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 14:00:00,AST_R00,74,60,-17.17,0,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 15:00:00,AST_R00,69,66,-14.78,0,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 16:00:00,AST_R00,66,61,-17.81,0,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 17:00:00,AST_R00,64,59,-15.89,1,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 18:00:00,AST_R00,177,57,-16.18,0,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 19:00:00,AST_R00,158,158,-20.96,0,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 20:00:00,AST_R00,131,141,-16.59,0,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 21:00:00,AST_R00,98,117,-13.87,0,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 22:00:00,AST_R00,88,87,-16.22,0,25.70210098947505,19,suburban_feeder,zone_2
2023-01-31 23:00:00,AST_R00,68,78,-17.34,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 00:00:00,AST_R00,73,61,-16.45,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 01:00:00,AST_R00,127,65,-18.54,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 02:00:00,AST_R00,135,113,-14.06,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 03:00:00,AST_R00,118,121,-12.36,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 04:00:00,AST_R00,126,105,-17.45,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 05:00:00,AST_R00,130,113,-14.2,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 06:00:00,AST_R00,121,116,-12.2,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 07:00:00,AST_R00,111,108,-16.9,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 08:00:00,AST_R00,348,99,-15.7,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 09:00:00,AST_R00,360,312,-16.41,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 10:00:00,AST_R00,253,323,-18.04,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 11:00:00,AST_R00,192,227,-18.62,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 12:00:00,AST_R00,158,172,-17.94,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 13:00:00,AST_R00,130,141,-16.88,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 14:00:00,AST_R00,131,116,-19.73,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 15:00:00,AST_R00,116,117,-20.27,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 16:00:00,AST_R00,116,104,-13.22,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 17:00:00,AST_R00,133,104,-15.72,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 18:00:00,AST_R00,296,119,-16.46,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 19:00:00,AST_R00,170,265,-18.23,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 20:00:00,AST_R00,131,152,-17.5,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 21:00:00,AST_R00,96,117,-20.17,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 22:00:00,AST_R00,84,86,-21.28,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-01 23:00:00,AST_R00,72,75,-15.09,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 00:00:00,AST_R00,76,64,-19.25,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 01:00:00,AST_R00,68,68,-14.24,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 02:00:00,AST_R00,69,61,-17.65,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 03:00:00,AST_R00,71,61,-17.57,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 04:00:00,AST_R00,76,63,-14.4,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 05:00:00,AST_R00,75,68,-25.08,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 06:00:00,AST_R00,68,67,-18.52,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 07:00:00,AST_R00,62,61,-14.91,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 08:00:00,AST_R00,205,55,-10.93,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 09:00:00,AST_R00,177,183,-17.62,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 10:00:00,AST_R00,144,158,-19.38,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 11:00:00,AST_R00,94,129,-15.23,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 12:00:00,AST_R00,82,84,-13.42,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 13:00:00,AST_R00,75,73,-13.71,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 14:00:00,AST_R00,72,67,-14.55,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 15:00:00,AST_R00,63,64,-17.79,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 16:00:00,AST_R00,67,56,-17.18,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 17:00:00,AST_R00,55,60,-20.2,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 18:00:00,AST_R00,181,49,-12.44,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 19:00:00,AST_R00,156,162,-15.3,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 20:00:00,AST_R00,134,139,-18.5,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 21:00:00,AST_R00,96,120,-22.14,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 22:00:00,AST_R00,86,86,-17.26,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-02 23:00:00,AST_R00,73,77,-16.27,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 00:00:00,AST_R00,75,65,-21.86,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 01:00:00,AST_R00,70,67,-18.51,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 02:00:00,AST_R00,76,62,-15.45,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 03:00:00,AST_R00,60,68,-17.65,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 04:00:00,AST_R00,62,53,-20.11,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 05:00:00,AST_R00,73,55,-19.62,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 06:00:00,AST_R00,64,65,-20.08,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 07:00:00,AST_R00,66,57,-16.14,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 08:00:00,AST_R00,223,59,-16.79,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 09:00:00,AST_R00,192,200,-20.93,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 10:00:00,AST_R00,166,172,-18.97,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 11:00:00,AST_R00,94,148,-19.96,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 12:00:00,AST_R00,94,84,-9.99,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 13:00:00,AST_R00,68,84,-17.73,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 14:00:00,AST_R00,69,61,-14.64,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 15:00:00,AST_R00,69,61,-16.88,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 16:00:00,AST_R00,70,61,-24.72,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 17:00:00,AST_R00,74,62,-11.77,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 18:00:00,AST_R00,184,66,-14.29,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 19:00:00,AST_R00,164,165,-14.86,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 20:00:00,AST_R00,150,147,-16.2,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 21:00:00,AST_R00,108,134,-18.77,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 22:00:00,AST_R00,85,96,-22.31,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-03 23:00:00,AST_R00,78,76,-18.79,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 00:00:00,AST_R00,52,69,-12.09,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 01:00:00,AST_R00,51,46,-19.1,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 02:00:00,AST_R00,59,45,-17.86,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 03:00:00,AST_R00,50,52,-7.76,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 04:00:00,AST_R00,57,44,-20.47,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 05:00:00,AST_R00,52,51,-18.9,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 06:00:00,AST_R00,50,46,-20.53,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 07:00:00,AST_R00,54,44,-15.75,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 08:00:00,AST_R00,148,48,-14.66,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 09:00:00,AST_R00,155,132,-17.59,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 10:00:00,AST_R00,118,139,-16.89,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 11:00:00,AST_R00,98,105,-15.37,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 12:00:00,AST_R00,65,87,-17.4,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 13:00:00,AST_R00,64,58,-20.14,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 14:00:00,AST_R00,57,57,-14.89,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 15:00:00,AST_R00,50,51,-17.07,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 16:00:00,AST_R00,55,44,-18.71,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 17:00:00,AST_R00,60,49,-17.33,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 18:00:00,AST_R00,154,53,-14.6,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 19:00:00,AST_R00,131,138,-13.55,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 20:00:00,AST_R00,118,117,-13.77,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 21:00:00,AST_R00,79,105,-20.69,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 22:00:00,AST_R00,72,70,-17.05,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-04 23:00:00,AST_R00,54,64,-14.97,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 00:00:00,AST_R00,48,48,-18.19,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 01:00:00,AST_R00,38,43,-13.69,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 02:00:00,AST_R00,40,34,-14.8,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 03:00:00,AST_R00,51,35,-18.46,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 04:00:00,AST_R00,45,45,-12.14,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 05:00:00,AST_R00,49,40,-17.57,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 06:00:00,AST_R00,46,43,-10.85,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 07:00:00,AST_R00,53,41,-15.34,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 08:00:00,AST_R00,151,47,-16.34,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 09:00:00,AST_R00,143,135,-18.15,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 10:00:00,AST_R00,98,128,-18.81,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 11:00:00,AST_R00,68,87,-18.46,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 12:00:00,AST_R00,59,61,-15.04,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 13:00:00,AST_R00,51,52,-22.16,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 14:00:00,AST_R00,51,45,-14.65,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 15:00:00,AST_R00,44,45,-16.15,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 16:00:00,AST_R00,44,39,-10.2,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 17:00:00,AST_R00,41,39,-20.33,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 18:00:00,AST_R00,120,36,-14.22,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 19:00:00,AST_R00,118,107,-17.37,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 20:00:00,AST_R00,86,105,-24.12,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 21:00:00,AST_R00,80,77,-12.57,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 22:00:00,AST_R00,47,71,-16.83,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-05 23:00:00,AST_R00,54,42,-10.28,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 00:00:00,AST_R00,71,48,-16.07,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 01:00:00,AST_R00,66,63,-19.02,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 02:00:00,AST_R00,63,59,-13.65,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 03:00:00,AST_R00,70,56,-16.4,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 04:00:00,AST_R00,53,62,-8.63,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 05:00:00,AST_R00,74,47,-20.92,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 06:00:00,AST_R00,38,66,-17.99,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 07:00:00,AST_R00,35,34,-17.56,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 08:00:00,AST_R00,121,31,-18.3,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 09:00:00,AST_R00,106,108,-17.13,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 10:00:00,AST_R00,81,95,-15.17,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 11:00:00,AST_R00,70,72,-15.28,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 12:00:00,AST_R00,74,62,-8.09,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 13:00:00,AST_R00,81,66,-16.29,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 14:00:00,AST_R00,64,72,-18.78,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 15:00:00,AST_R00,65,57,-19.56,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 16:00:00,AST_R00,68,58,-15.59,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 17:00:00,AST_R00,71,61,-13.9,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 18:00:00,AST_R00,166,63,-18.69,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 19:00:00,AST_R00,156,148,-13.94,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 20:00:00,AST_R00,150,139,-19.95,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 21:00:00,AST_R00,86,134,-19.96,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 22:00:00,AST_R00,81,77,-11.07,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-06 23:00:00,AST_R00,74,72,-17.74,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 00:00:00,AST_R00,57,66,-11.16,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 01:00:00,AST_R00,76,51,-17.87,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 02:00:00,AST_R00,62,68,-16.95,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 03:00:00,AST_R00,69,55,-19.36,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 04:00:00,AST_R00,70,61,-21.52,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 05:00:00,AST_R00,69,62,-19.03,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 06:00:00,AST_R00,67,61,-18.97,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 07:00:00,AST_R00,69,60,-21.78,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 08:00:00,AST_R00,221,61,-16.09,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 09:00:00,AST_R00,200,198,-14.98,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 10:00:00,AST_R00,160,179,-16.48,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 11:00:00,AST_R00,109,143,-15.3,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 12:00:00,AST_R00,79,97,-16.45,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 13:00:00,AST_R00,71,70,-17.2,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 14:00:00,AST_R00,70,63,-14.82,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 15:00:00,AST_R00,63,62,-10.21,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 16:00:00,AST_R00,66,56,-15.99,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 17:00:00,AST_R00,64,59,-15.24,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 18:00:00,AST_R00,187,57,-16.2,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 19:00:00,AST_R00,180,167,-20.0,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 20:00:00,AST_R00,150,161,-18.36,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 21:00:00,AST_R00,90,134,-12.63,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 22:00:00,AST_R00,92,80,-22.24,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-07 23:00:00,AST_R00,68,82,-17.99,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 00:00:00,AST_R00,70,61,-17.96,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 01:00:00,AST_R00,68,62,-16.74,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 02:00:00,AST_R00,69,61,-14.15,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 03:00:00,AST_R00,74,61,-13.94,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 04:00:00,AST_R00,71,66,-14.74,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 05:00:00,AST_R00,65,63,-10.2,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 06:00:00,AST_R00,65,58,-18.28,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 07:00:00,AST_R00,70,58,-15.49,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 08:00:00,AST_R00,188,62,-16.62,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 09:00:00,AST_R00,182,168,-18.46,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 10:00:00,AST_R00,143,163,-17.94,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 11:00:00,AST_R00,112,128,-20.65,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 12:00:00,AST_R00,86,100,-10.39,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 13:00:00,AST_R00,73,77,-11.83,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 14:00:00,AST_R00,55,65,-18.76,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 15:00:00,AST_R00,54,49,-17.61,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 16:00:00,AST_R00,75,48,-19.13,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 17:00:00,AST_R00,64,67,-16.51,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 18:00:00,AST_R00,159,57,-19.01,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 19:00:00,AST_R00,161,142,-16.28,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 20:00:00,AST_R00,131,144,-17.15,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 21:00:00,AST_R00,92,117,-14.74,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 22:00:00,AST_R00,86,82,-17.67,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-08 23:00:00,AST_R00,79,77,-17.01,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 00:00:00,AST_R00,65,70,-16.83,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 01:00:00,AST_R00,76,58,-21.39,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 02:00:00,AST_R00,71,68,-16.51,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 03:00:00,AST_R00,69,63,-11.27,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 04:00:00,AST_R00,74,61,-18.9,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 05:00:00,AST_R00,76,66,-18.99,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 06:00:00,AST_R00,67,68,-12.87,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 07:00:00,AST_R00,67,60,-12.24,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 08:00:00,AST_R00,197,60,-20.67,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 09:00:00,AST_R00,201,176,-20.6,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 10:00:00,AST_R00,162,180,-15.13,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 11:00:00,AST_R00,97,145,-18.53,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 12:00:00,AST_R00,88,87,-15.82,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 13:00:00,AST_R00,82,78,-17.07,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 14:00:00,AST_R00,69,73,-20.59,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 15:00:00,AST_R00,67,61,-12.86,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 16:00:00,AST_R00,64,60,-12.17,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 17:00:00,AST_R00,67,57,-15.85,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 18:00:00,AST_R00,177,60,-15.6,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 19:00:00,AST_R00,151,158,-12.78,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 20:00:00,AST_R00,217,135,-22.97,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 21:00:00,AST_R00,159,194,-13.16,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 22:00:00,AST_R00,143,142,-16.25,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-09 23:00:00,AST_R00,113,128,-14.51,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-10 00:00:00,AST_R00,103,101,-19.63,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-10 01:00:00,AST_R00,107,92,-14.43,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-10 02:00:00,AST_R00,112,96,-15.79,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-10 03:00:00,AST_R00,102,100,-13.51,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-10 04:00:00,AST_R00,69,91,-16.7,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-10 05:00:00,AST_R00,54,61,-14.49,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-10 06:00:00,AST_R00,64,48,-11.87,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-10 07:00:00,AST_R00,67,57,-16.8,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-10 08:00:00,AST_R00,214,60,-23.99,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-10 09:00:00,AST_R00,179,192,-14.51,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-10 10:00:00,AST_R00,150,160,-18.76,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-10 11:00:00,AST_R00,106,134,-16.41,1,25.70210098947505,19,suburban_feeder,zone_2
2023-02-10 12:00:00,AST_R00,85,95,-17.11,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-10 13:00:00,AST_R00,71,76,-17.33,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-10 14:00:00,AST_R00,71,63,-16.04,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-10 15:00:00,AST_R00,66,63,-14.63,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-10 16:00:00,AST_R00,71,59,-19.44,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-10 17:00:00,AST_R00,75,63,-8.87,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-10 18:00:00,AST_R00,183,67,-16.87,0,25.70210098947505,19,suburban_feeder,zone_2
2023-02-10 19:00:00,AST_R00,178,164,-17.97,0,25.70210098947505,19,suburban_feeder,zone_2
